Gene ID	Gene name	Infection/Control : logFC	Infection/Control : logCPM	Infection/Control : PValue	Infection/Control : QValue
ENSMUSG00000038286	Bphl	-0.32	4.14	0.27	0.86
ENSMUSG00000058672	Tubb2a	0.04	8.96	1.00	1.00
ENSMUSG00000045136	Tubb2b	1.96	7.78	0.00	0.00
ENSMUSG00000071451	Psmg4	0.35	4.12	0.31	0.94
ENSMUSG00000038267	Slc22a23	-0.32	5.09	0.20	0.72
ENSMUSG00000021411	Pxdc1	0.65	2.06	0.09	0.44
ENSMUSG00000021413	Prpf4b	-0.28	6.46	0.27	0.86
ENSMUSG00000021414	Fam217a	-0.54	-1.50	0.88	1.00
ENSMUSG00000021416	Eci3	-1.16	-1.92	0.63	1.00
ENSMUSG00000085962	Gm16984	-1.72	-2.88	1.00	1.00
ENSMUSG00000021417	Eci2	0.18	5.30	0.62	1.00
ENSMUSG00000059288	Cdyl	-0.21	5.63	0.51	1.00
ENSMUSG00000021418	Rpp40	-0.60	2.38	0.13	0.57
ENSMUSG00000050423	Ppp1r3g	-1.28	1.33	0.01	0.06
ENSMUSG00000046573	Lyrm4	0.03	4.89	1.00	1.00
ENSMUSG00000021420	Fars2	0.03	3.91	1.00	1.00
ENSMUSG00000039114	Nrn1	-0.79	6.33	0.01	0.07
ENSMUSG00000039109	F13a1	1.87	3.06	0.00	0.00
ENSMUSG00000021423	Ly86	2.93	3.85	0.00	0.00
ENSMUSG00000100760	Gm4035	0.62	-1.34	0.88	1.00
ENSMUSG00000039087	Rreb1	-0.06	4.57	0.97	1.00
ENSMUSG00000021427	Ssr1	0.10	7.14	0.82	1.00
ENSMUSG00000044566	Cage1	-1.39	1.04	0.01	0.08
ENSMUSG00000021428	Riok1	0.35	4.99	0.27	0.86
ENSMUSG00000054889	Dsp	-0.50	1.53	0.50	1.00
ENSMUSG00000021431	Snrnp48	-0.38	6.14	0.12	0.53
ENSMUSG00000039004	Bmp6	0.07	-1.66	1.00	1.00
ENSMUSG00000038991	Txndc5	0.10	4.70	0.87	1.00
ENSMUSG00000038982	Bloc1s5	-0.36	4.34	0.18	0.68
ENSMUSG00000001707	Eef1e1	-0.03	4.08	1.00	1.00
ENSMUSG00000021432	Slc35b3	0.83	3.67	0.00	0.03
ENSMUSG00000097151	Gm26514	0.84	-0.68	0.42	1.00
ENSMUSG00000096932	5033403F01Rik	-1.40	-2.26	0.60	1.00
ENSMUSG00000047094	Ofcc1	-1.69	-2.89	1.00	1.00
ENSMUSG00000055732	Gm9979	0.94	-2.65	0.93	1.00
ENSMUSG00000021359	Tfap2a	0.29	1.17	0.81	1.00
ENSMUSG00000090475	Gm6245	-0.48	0.95	0.48	1.00
ENSMUSG00000021360	Gcnt2	1.18	4.76	0.00	0.00
ENSMUSG00000086693	A730081D07Rik	-1.22	-0.45	0.15	0.63
ENSMUSG00000038683	Pak1ip1	0.32	6.15	0.27	0.87
ENSMUSG00000021361	Tmem14c	0.07	6.36	0.93	1.00
ENSMUSG00000021363	Mak	0.38	1.26	0.60	1.00
ENSMUSG00000021362	Gcm2	1.39	-2.89	1.00	1.00
ENSMUSG00000038651	Sycp2l	-2.98	-2.27	0.11	0.51
ENSMUSG00000021364	Elovl2	0.17	3.66	0.72	1.00
ENSMUSG00000091264	Smim13	-0.61	6.79	0.01	0.06
ENSMUSG00000021365	Nedd9	1.83	3.77	0.00	0.00
ENSMUSG00000097373	Gm26877	0.19	-1.36	1.00	1.00
ENSMUSG00000087370	Tmem170b	0.16	4.62	0.68	1.00
ENSMUSG00000058022	Adtrp	0.63	-1.54	0.90	1.00
ENSMUSG00000100071	Gm28707	-3.17	-1.11	0.26	0.85
ENSMUSG00000021366	Hivep1	-0.09	5.49	0.88	1.00
ENSMUSG00000021367	Edn1	1.27	3.23	0.00	0.01
ENSMUSG00000054728	Phactr1	-0.33	9.11	0.19	0.71
ENSMUSG00000085276	Gm15812	2.31	-2.80	0.88	1.00
ENSMUSG00000090135	Gm15809	-0.19	1.40	0.86	1.00
ENSMUSG00000021368	Tbc1d7	-0.35	3.30	0.24	0.81
ENSMUSG00000051335	Gfod1	-0.38	5.95	0.18	0.68
ENSMUSG00000054021	Sirt5	-0.53	2.91	0.17	0.66
ENSMUSG00000063200	Nol7	-0.01	6.07	1.00	1.00
ENSMUSG00000038546	Ranbp9	0.58	5.25	0.27	0.87
ENSMUSG00000021371	Mcur1	0.68	5.45	0.00	0.01
ENSMUSG00000044164	Rnf182	-0.35	5.12	0.28	0.88
ENSMUSG00000110016	Gm20751	0.85	1.31	0.18	0.68
ENSMUSG00000015396	Cd83	0.31	3.58	0.49	1.00
ENSMUSG00000089815	Gm5083	-0.61	1.54	0.36	1.00
ENSMUSG00000038518	Jarid2	0.33	5.75	0.35	0.99
ENSMUSG00000057531	Dtnbp1	0.19	5.72	0.50	1.00
ENSMUSG00000078915	Hsp25-ps1	4.41	-0.62	0.00	0.00
ENSMUSG00000047061	Gm9817	-0.25	-2.65	1.00	1.00
ENSMUSG00000098136	Gm8513	-1.72	-2.88	1.00	1.00
ENSMUSG00000038175	Mylip	0.50	2.86	0.24	0.81
ENSMUSG00000000253	Gmpr	0.15	4.96	0.79	1.00
ENSMUSG00000046876	Atxn1	-0.32	6.33	0.17	0.65
ENSMUSG00000038152	5033430I15Rik	0.04	1.49	1.00	1.00
ENSMUSG00000063529	Stmnd1	1.70	-0.81	0.08	0.41
ENSMUSG00000038132	Rbm24	-0.35	4.64	0.25	0.83
ENSMUSG00000021373	Cap2	-1.00	6.46	0.00	0.00
ENSMUSG00000069237	Fam8a1	-0.20	6.22	0.44	1.00
ENSMUSG00000021374	Nup153	0.49	5.22	0.02	0.15
ENSMUSG00000021375	Kif13a	-0.33	5.05	0.17	0.65
ENSMUSG00000051606	2010001K21Rik	-1.58	-1.36	0.45	1.00
ENSMUSG00000044231	Nhlrc1	-0.24	3.90	0.46	1.00
ENSMUSG00000021376	Tpmt	0.38	0.58	0.65	1.00
ENSMUSG00000038080	Kdm1b	-0.09	2.74	0.94	1.00
ENSMUSG00000021377	Dek	0.53	7.60	0.04	0.24
ENSMUSG00000038068	Rnf144b	0.14	3.97	0.79	1.00
ENSMUSG00000047324	4931429P17Rik	-0.04	-2.45	1.00	1.00
ENSMUSG00000097622	A330033J07Rik	-0.34	0.02	0.86	1.00
ENSMUSG00000021379	Id4	-0.46	4.90	0.12	0.53
ENSMUSG00000097326	A330048O09Rik	-0.47	1.36	0.29	0.90
ENSMUSG00000050954	Zfp169	-0.07	2.57	1.00	1.00
ENSMUSG00000053181	A830005F24Rik	-1.13	-1.49	0.56	1.00
ENSMUSG00000097375	6720427I07Rik	-0.40	4.21	0.34	0.98
ENSMUSG00000038042	Ptpdc1	-0.04	4.77	1.00	1.00
ENSMUSG00000038025	Phf2	0.11	5.32	0.79	1.00
ENSMUSG00000038014	Fam120a	0.24	7.75	0.38	1.00
ENSMUSG00000097059	Fam120aos	-0.28	0.51	0.77	1.00
ENSMUSG00000037989	Wnk2	-0.14	5.58	0.71	1.00
ENSMUSG00000037966	Ninj1	2.07	4.90	0.00	0.00
ENSMUSG00000037960	Card19	1.69	3.60	0.00	0.00
ENSMUSG00000021384	Susd3	0.98	1.15	0.04	0.23
ENSMUSG00000037946	Fgd3	0.26	3.47	0.50	1.00
ENSMUSG00000037933	Bicd2	-0.59	5.59	0.00	0.03
ENSMUSG00000021385	Ippk	0.00	3.43	1.00	1.00
ENSMUSG00000021391	Cenpp	0.16	0.63	0.94	1.00
ENSMUSG00000096252	Tes3-ps	0.52	1.83	0.24	0.81
ENSMUSG00000043631	Ecm2	0.13	2.36	0.86	1.00
ENSMUSG00000021388	Aspn	-1.57	0.31	0.00	0.02
ENSMUSG00000048368	Omd	0.50	0.82	0.40	1.00
ENSMUSG00000021390	Ogn	-0.30	2.48	0.49	1.00
ENSMUSG00000021392	Nol8	-0.35	4.76	0.22	0.78
ENSMUSG00000037851	Iars	-0.12	5.71	0.78	1.00
ENSMUSG00000069236	Gm7251	1.68	-2.51	0.76	1.00
ENSMUSG00000094886	Gm10784	0.05	1.54	1.00	1.00
ENSMUSG00000037816	Fbxw17	1.19	4.17	0.00	0.00
ENSMUSG00000021395	Spin1	0.31	6.11	0.31	0.93
ENSMUSG00000021396	Nxnl2	0.88	-1.39	0.65	1.00
ENSMUSG00000091383	Hist1h2al	-1.55	-2.65	0.90	1.00
ENSMUSG00000067586	S1pr3	2.49	3.62	0.00	0.00
ENSMUSG00000021448	Shc3	0.05	0.21	1.00	1.00
ENSMUSG00000062248	Cks2	0.70	1.38	0.10	0.46
ENSMUSG00000035139	Secisbp2	-0.38	4.78	0.16	0.64
ENSMUSG00000051107	Gm15440	-0.46	4.27	0.22	0.77
ENSMUSG00000021451	Sema4d	1.53	3.92	0.00	0.00
ENSMUSG00000021453	Gadd45g	1.87	6.37	0.00	0.00
ENSMUSG00000047842	Diras2	-0.46	6.96	0.04	0.24
ENSMUSG00000021457	Syk	2.48	2.64	0.00	0.00
ENSMUSG00000021460	Auh	-0.01	6.14	1.00	1.00
ENSMUSG00000056749	Nfil3	1.40	3.78	0.00	0.01
ENSMUSG00000021464	Ror2	0.41	1.42	0.46	1.00
ENSMUSG00000021468	Sptlc1	0.11	5.44	0.84	1.00
ENSMUSG00000107008	Gm2762	-0.90	-1.23	0.44	1.00
ENSMUSG00000021469	Msx2	0.17	0.66	0.92	1.00
ENSMUSG00000063166	Gm5449	-0.34	-2.81	1.00	1.00
ENSMUSG00000021478	Drd1	-0.43	5.26	0.17	0.67
ENSMUSG00000021474	Sfxn1	-0.24	7.13	0.38	1.00
ENSMUSG00000034987	Hrh2	0.17	2.72	0.77	1.00
ENSMUSG00000025867	Cplx2	-0.60	8.56	0.00	0.03
ENSMUSG00000025872	Thoc3	0.14	5.69	0.75	1.00
ENSMUSG00000086567	Gm2830	0.25	5.34	0.56	1.00
ENSMUSG00000043183	Simc1	-0.35	4.29	0.48	1.00
ENSMUSG00000025871	4833439L19Rik	0.13	5.20	0.85	1.00
ENSMUSG00000025870	Arl10	0.04	0.86	1.00	1.00
ENSMUSG00000025869	Nop16	-0.16	4.65	0.68	1.00
ENSMUSG00000025868	Higd2a	-0.44	6.94	0.02	0.16
ENSMUSG00000047547	Cltb	0.23	7.42	0.40	1.00
ENSMUSG00000025873	Faf2	0.55	5.00	0.02	0.14
ENSMUSG00000034928	Rnf44	-0.25	6.65	0.29	0.90
ENSMUSG00000034918	Cdhr2	-0.13	-1.58	1.00	1.00
ENSMUSG00000069227	Gprin1	-0.15	5.55	0.77	1.00
ENSMUSG00000034891	Sncb	-0.22	8.19	0.57	1.00
ENSMUSG00000074895	Eif4e1b	3.27	-2.59	0.53	1.00
ENSMUSG00000025875	Tspan17	-0.16	5.66	0.65	1.00
ENSMUSG00000100728	Gm29431	0.44	-2.38	1.00	1.00
ENSMUSG00000085896	5330429C05Rik	1.57	-1.65	0.36	1.00
ENSMUSG00000087335	4930526F13Rik	2.43	-2.74	0.88	1.00
ENSMUSG00000025876	Unc5a	0.45	5.06	0.24	0.81
ENSMUSG00000025877	Hk3	3.38	2.50	0.00	0.00
ENSMUSG00000025878	Uimc1	0.23	5.29	0.44	1.00
ENSMUSG00000094446	Gm6344	0.74	-2.01	0.93	1.00
ENSMUSG00000021481	Zfp346	-0.05	3.74	1.00	1.00
ENSMUSG00000005320	Fgfr4	2.43	-0.55	0.04	0.24
ENSMUSG00000021488	Nsd1	-0.38	7.06	0.05	0.31
ENSMUSG00000034789	Rab24	-0.01	6.84	1.00	1.00
ENSMUSG00000021486	Prelid1	0.38	6.32	0.76	1.00
ENSMUSG00000021485	Mxd3	-0.17	-0.73	1.00	1.00
ENSMUSG00000021484	Lman2	0.09	6.18	0.84	1.00
ENSMUSG00000052087	Rgs14	-0.30	5.54	0.59	1.00
ENSMUSG00000021490	Slc34a1	1.10	-2.39	0.78	1.00
ENSMUSG00000044444	Pfn3	-2.00	-1.92	0.35	0.98
ENSMUSG00000021492	F12	-0.67	-0.42	0.57	1.00
ENSMUSG00000074886	Grk6	-0.03	4.57	1.00	1.00
ENSMUSG00000034686	Prr7	-0.68	4.60	0.03	0.18
ENSMUSG00000034675	Dbn1	-0.49	6.10	0.03	0.18
ENSMUSG00000021493	Pdlim7	0.01	5.44	1.00	1.00
ENSMUSG00000035711	Dok3	0.57	2.80	0.28	0.88
ENSMUSG00000021494	Ddx41	-0.05	3.65	1.00	1.00
ENSMUSG00000021495	Fam193b	-0.29	5.78	0.51	1.00
ENSMUSG00000058569	Tmed9	0.47	7.63	0.01	0.10
ENSMUSG00000021504	B4galt7	-0.24	4.50	0.49	1.00
ENSMUSG00000021501	Caml	0.30	4.90	0.32	0.95
ENSMUSG00000021500	Ddx46	-0.12	6.46	0.77	1.00
ENSMUSG00000045767	B230219D22Rik	-0.14	6.66	0.65	1.00
ENSMUSG00000021497	Txndc15	-0.25	6.13	0.36	1.00
ENSMUSG00000021496	Pcbd2	-0.03	4.41	1.00	1.00
ENSMUSG00000021499	Catsper3	0.71	-1.51	0.83	1.00
ENSMUSG00000021506	Pitx1	-2.49	-1.87	0.10	0.48
ENSMUSG00000015937	H2afy	0.16	7.21	0.62	1.00
ENSMUSG00000049625	Tifab	1.08	0.96	0.04	0.24
ENSMUSG00000048904	Neurog1	-3.33	-2.65	0.51	1.00
ENSMUSG00000021508	Cxcl14	-0.53	6.55	0.00	0.05
ENSMUSG00000021509	Slc25a48	0.21	-1.54	0.99	1.00
ENSMUSG00000035509	Fbxl21	0.56	1.33	0.40	1.00
ENSMUSG00000021539	Lect2	-1.73	-2.88	1.00	1.00
ENSMUSG00000035493	Tgfbi	4.49	6.32	0.00	0.00
ENSMUSG00000021540	Smad5	0.00	5.70	1.00	1.00
ENSMUSG00000110086	Gm45623	-0.29	-1.38	0.95	1.00
ENSMUSG00000021541	Trpc7	-1.01	0.97	0.02	0.16
ENSMUSG00000056222	Spock1	-0.22	7.51	0.38	1.00
ENSMUSG00000014164	Klhl3	-0.66	2.83	0.05	0.29
ENSMUSG00000007836	Hnrnpa0	0.41	7.71	0.07	0.36
ENSMUSG00000097717	1700066J03Rik	1.39	-2.89	1.00	1.00
ENSMUSG00000050002	Idnk	1.27	4.12	0.00	0.00
ENSMUSG00000005312	Ubqln1	0.00	6.92	1.00	1.00
ENSMUSG00000021552	Gkap1	-0.58	6.17	0.01	0.06
ENSMUSG00000060176	Kif27	-0.33	0.50	0.76	1.00
ENSMUSG00000021550	2210016F16Rik	0.47	3.45	0.18	0.69
ENSMUSG00000021546	Hnrnpk	0.52	8.28	0.01	0.07
ENSMUSG00000035367	Rmi1	0.05	3.32	1.00	1.00
ENSMUSG00000021553	Slc28a3	-0.24	-1.48	1.00	1.00
ENSMUSG00000055254	Ntrk2	-0.60	8.27	0.00	0.01
ENSMUSG00000021557	Agtpbp1	-0.33	7.77	0.13	0.56
ENSMUSG00000021555	Naa35	-0.29	6.62	0.27	0.86
ENSMUSG00000021556	Golm1	0.84	4.37	0.00	0.01
ENSMUSG00000049902	4921517D22Rik	1.53	-2.89	1.00	1.00
ENSMUSG00000050876	Spata31d1a	0.28	-2.40	1.00	1.00
ENSMUSG00000091311	Spata31d1b	-0.19	-2.80	1.00	1.00
ENSMUSG00000043986	Spata31d1d	0.78	-2.27	0.88	1.00
ENSMUSG00000097502	4930528D03Rik	-2.96	-2.72	0.65	1.00
ENSMUSG00000051054	1700014D04Rik	1.46	-0.91	0.16	0.63
ENSMUSG00000044792	Isca1	-0.18	6.17	0.68	1.00
ENSMUSG00000089875	Etohd2	-2.12	0.45	0.00	0.00
ENSMUSG00000035248	Zcchc6	0.94	6.16	0.00	0.00
ENSMUSG00000052957	Gas1	-0.39	2.56	0.35	0.98
ENSMUSG00000021559	Dapk1	0.23	6.38	0.40	1.00
ENSMUSG00000096874	Gm10312	2.77	-2.73	0.78	1.00
ENSMUSG00000050345	4930486L24Rik	4.57	-0.50	0.00	0.00
ENSMUSG00000074874	Ctla2b	3.09	2.58	0.00	0.00
ENSMUSG00000044258	Ctla2a	3.41	5.67	0.00	0.00
ENSMUSG00000057446	Cts8	-2.48	-2.80	0.88	1.00
ENSMUSG00000095905	Gm19961	-0.25	-1.41	0.98	1.00
ENSMUSG00000059511	Gm20563	1.11	-1.79	0.72	1.00
ENSMUSG00000074868	Gm6478	-0.58	-2.44	1.00	1.00
ENSMUSG00000074867	Zfp808	-1.14	-1.79	0.60	1.00
ENSMUSG00000094942	Gm3604	0.20	0.63	0.93	1.00
ENSMUSG00000055228	Zfp935	-0.38	-1.40	0.94	1.00
ENSMUSG00000074865	Zfp934	-1.14	-2.32	0.80	1.00
ENSMUSG00000072066	6720489N17Rik	-0.65	1.16	0.18	0.70
ENSMUSG00000074863	Platr25	-2.14	-2.51	0.60	1.00
ENSMUSG00000091183	Gm5141	-0.69	0.82	0.31	0.93
ENSMUSG00000021456	Fbp2	-0.56	-2.52	1.00	1.00
ENSMUSG00000069805	Fbp1	-0.31	-2.27	1.00	1.00
ENSMUSG00000021458	2010111I01Rik	0.76	4.23	0.00	0.02
ENSMUSG00000097242	Gm16907	0.46	-1.13	0.84	1.00
ENSMUSG00000021461	Fancc	-0.33	2.60	0.38	1.00
ENSMUSG00000090232	Gm16132	2.26	-2.80	0.88	1.00
ENSMUSG00000089868	Gm16134	1.52	-2.89	1.00	1.00
ENSMUSG00000021466	Ptch1	-0.26	5.59	0.38	1.00
ENSMUSG00000021470	Ercc6l2	-0.48	3.65	0.11	0.52
ENSMUSG00000033122	Hsd17b3	1.51	-2.89	1.00	1.00
ENSMUSG00000033114	Slc35d2	1.37	0.80	0.01	0.06
ENSMUSG00000044934	Zfp367	-0.12	4.69	0.81	1.00
ENSMUSG00000021476	Habp4	-0.26	7.10	0.38	1.00
ENSMUSG00000033102	Cdc14b	0.35	4.39	0.31	0.93
ENSMUSG00000021482	Aaed1	0.24	-0.18	0.91	1.00
ENSMUSG00000021477	Ctsl	0.94	6.99	0.00	0.00
ENSMUSG00000021483	Cdk20	-0.28	3.00	0.52	1.00
ENSMUSG00000096537	1190003K10Rik	1.51	-2.89	1.00	1.00
ENSMUSG00000094597	Gm4810	0.06	-0.41	1.00	1.00
ENSMUSG00000033063	Cntnap3	-0.03	-1.41	1.00	1.00
ENSMUSG00000056223	Spata31	1.51	-2.89	1.00	1.00
ENSMUSG00000090658	Prss47	2.59	-2.73	0.84	1.00
ENSMUSG00000038212	Mfsd14b	0.27	4.77	0.36	1.00
ENSMUSG00000108426	Olfr465-ps1	1.39	-2.89	1.00	1.00
ENSMUSG00000032999	Nlrp4f	-0.93	-2.07	0.90	1.00
ENSMUSG00000110393	Gm36445	0.98	-0.54	0.33	0.96
ENSMUSG00000074847	Gm10775	-0.70	-1.80	0.74	1.00
ENSMUSG00000021514	Zfp369	-0.44	4.64	0.17	0.65
ENSMUSG00000096536	Cbx3-ps5	-0.14	0.55	0.95	1.00
ENSMUSG00000055763	Rybp-ps	1.04	1.26	0.10	0.49
ENSMUSG00000071294	Cbx3-ps4	-0.39	-1.98	1.00	1.00
ENSMUSG00000095847	Gm5451	0.07	4.50	0.95	1.00
ENSMUSG00000021520	Uqcrb	0.09	7.26	0.82	1.00
ENSMUSG00000074826	Gm10767	0.16	0.72	0.92	1.00
ENSMUSG00000021519	Mterf3	0.26	3.39	0.61	1.00
ENSMUSG00000021518	Ptdss1	0.11	5.97	0.80	1.00
ENSMUSG00000090641	Zfp712	-0.67	1.11	0.38	1.00
ENSMUSG00000100235	Gm28557	-0.82	-0.35	0.38	1.00
ENSMUSG00000074824	Rslcan18	-0.65	-2.06	0.93	1.00
ENSMUSG00000057396	Zfp759	-0.76	0.73	0.18	0.68
ENSMUSG00000058900	Rsl1	0.24	-1.17	1.00	1.00
ENSMUSG00000051037	Zfp455	0.23	0.21	0.91	1.00
ENSMUSG00000055480	Zfp458	0.74	-0.10	0.49	1.00
ENSMUSG00000055341	Zfp457	0.86	-1.68	0.75	1.00
ENSMUSG00000057842	Zfp595	-0.14	0.95	0.96	1.00
ENSMUSG00000098905	Zfp953	0.36	-0.02	0.81	1.00
ENSMUSG00000098692	Gm28041	-2.49	-2.80	0.84	1.00
ENSMUSG00000078995	Zfp456	0.64	-0.02	0.55	1.00
ENSMUSG00000078994	Zfp429	0.86	1.07	0.09	0.43
ENSMUSG00000055560	Zfp459	-0.31	0.95	0.69	1.00
ENSMUSG00000069206	Zfp874a	-0.49	2.83	0.21	0.75
ENSMUSG00000097244	Gm7928	1.52	-2.89	1.00	1.00
ENSMUSG00000059839	Zfp874b	-0.75	3.33	0.03	0.20
ENSMUSG00000071291	Zfp58	-0.66	1.78	0.14	0.58
ENSMUSG00000097333	Zfp87	0.07	3.12	0.99	1.00
ENSMUSG00000095432	Zfp748	-0.07	2.81	1.00	1.00
ENSMUSG00000097360	9430065F17Rik	0.13	0.12	1.00	1.00
ENSMUSG00000058093	Zfp729b	0.42	2.84	0.25	0.82
ENSMUSG00000103283	Gm37276	-0.01	2.02	1.00	1.00
ENSMUSG00000021510	Zfp729a	0.60	2.32	0.08	0.42
ENSMUSG00000048280	Zfp738	0.08	3.11	0.94	1.00
ENSMUSG00000071281	Zfp65	-0.11	3.06	0.97	1.00
ENSMUSG00000058331	Zfp85	-0.27	0.66	0.85	1.00
ENSMUSG00000090659	Zfp493	-1.03	0.44	0.39	1.00
ENSMUSG00000097906	Gm9625	0.82	2.66	0.05	0.29
ENSMUSG00000030446	Zfp273	-0.46	1.56	0.36	1.00
ENSMUSG00000064063	BC048507	-0.14	-0.93	1.00	1.00
ENSMUSG00000034617	Mtrr	-0.57	2.61	0.07	0.36
ENSMUSG00000021532	Fastkd3	-0.02	3.78	1.00	1.00
ENSMUSG00000021534	1700001L19Rik	-0.74	3.11	0.02	0.13
ENSMUSG00000021536	Adcy2	-0.89	5.72	0.00	0.00
ENSMUSG00000097522	Gm26844	2.26	-2.80	0.88	1.00
ENSMUSG00000034575	Papd7	0.38	4.94	0.13	0.57
ENSMUSG00000021595	Nsun2	-0.03	6.12	1.00	1.00
ENSMUSG00000021594	Srd5a1	-0.48	2.24	0.26	0.84
ENSMUSG00000091133	Gm17108	0.29	-1.26	1.00	1.00
ENSMUSG00000052981	Ube2ql1	-0.67	6.07	0.00	0.02
ENSMUSG00000021598	Med10	0.73	4.49	0.69	1.00
ENSMUSG00000097033	Gm26819	1.53	-2.89	1.00	1.00
ENSMUSG00000034525	Ice1	-0.35	6.40	0.13	0.56
ENSMUSG00000049538	Adamts16	-0.45	1.51	0.45	1.00
ENSMUSG00000021600	8030423J24Rik	2.31	-2.80	0.88	1.00
ENSMUSG00000060969	Irx1	-0.18	2.13	0.88	1.00
ENSMUSG00000094989	Rpl9-ps4	2.28	-2.80	0.88	1.00
ENSMUSG00000093587	Gm20554	-0.32	-2.39	1.00	1.00
ENSMUSG00000001504	Irx2	-0.25	2.02	0.79	1.00
ENSMUSG00000021604	Irx4	-1.47	-1.41	0.23	0.79
ENSMUSG00000066407	Gm10263	0.00	3.53	1.00	1.00
ENSMUSG00000021606	Ndufs6	-0.13	7.03	0.81	1.00
ENSMUSG00000021607	Mrpl36	-0.35	4.27	0.25	0.82
ENSMUSG00000021608	Lpcat1	-0.01	5.64	1.00	1.00
ENSMUSG00000021609	Slc6a3	-2.62	2.49	0.00	0.00
ENSMUSG00000021610	Clptm1l	0.08	6.00	0.87	1.00
ENSMUSG00000021612	Slc6a18	2.74	-2.73	0.66	1.00
ENSMUSG00000021565	Slc6a19	0.51	-0.45	0.64	1.00
ENSMUSG00000017756	Slc12a7	1.92	2.69	0.00	0.00
ENSMUSG00000021567	Nkd2	-0.47	2.37	0.17	0.66
ENSMUSG00000066714	Gm8062	1.51	-2.89	1.00	1.00
ENSMUSG00000021569	Trip13	0.12	1.15	0.99	1.00
ENSMUSG00000057649	Brd9	-0.52	6.77	0.00	0.04
ENSMUSG00000069189	Zdhhc11	3.71	-2.51	0.45	1.00
ENSMUSG00000063180	Gm10126	0.63	-0.17	0.46	1.00
ENSMUSG00000021573	Tppp	-0.92	8.13	0.00	0.00
ENSMUSG00000080966	Gm6263	2.61	-2.18	0.19	0.72
ENSMUSG00000021572	Cep72	-0.49	1.15	0.63	1.00
ENSMUSG00000036123	Slc9a3	1.53	-2.89	1.00	1.00
ENSMUSG00000034152	Exoc3	-0.09	6.13	0.86	1.00
ENSMUSG00000021575	Ahrr	0.34	-0.42	0.86	1.00
ENSMUSG00000021576	Pdcd6	0.32	5.76	0.20	0.73
ENSMUSG00000021577	Sdha	-0.08	7.74	0.87	1.00
ENSMUSG00000021578	Ccdc127	-0.15	5.16	0.68	1.00
ENSMUSG00000021579	Lrrc14b	0.67	-0.96	0.64	1.00
ENSMUSG00000069184	Zfp72	-1.61	-1.70	0.42	1.00
ENSMUSG00000062382	Ftl1-ps1	1.60	2.75	0.00	0.00
ENSMUSG00000069208	Zfp825	-0.35	-0.28	0.91	1.00
ENSMUSG00000021583	Erap1	2.57	3.64	0.00	0.00
ENSMUSG00000021585	Cast	1.15	3.38	0.00	0.00
ENSMUSG00000086743	Hnrnpa1l2-ps	0.50	-1.90	0.97	1.00
ENSMUSG00000021587	Pcsk1	0.27	3.11	0.58	1.00
ENSMUSG00000074800	Gm4149	0.08	8.25	0.88	1.00
ENSMUSG00000001542	Ell2	0.41	4.96	0.19	0.71
ENSMUSG00000021591	Glrx	0.91	5.80	0.00	0.00
ENSMUSG00000021589	Rhobtb3	-0.62	4.26	0.01	0.08
ENSMUSG00000061833	Gm6311	-0.19	5.08	0.59	1.00
ENSMUSG00000021590	Spata9	-2.02	-1.04	0.37	1.00
ENSMUSG00000043190	Rfesd	0.02	3.24	1.00	1.00
ENSMUSG00000045509	Gpr150	-1.04	1.47	0.01	0.09
ENSMUSG00000021592	Arsk	0.03	3.40	1.00	1.00
ENSMUSG00000033991	Ttc37	-0.29	1.44	0.68	1.00
ENSMUSG00000109228	Fam81b	-1.84	-1.63	0.19	0.71
ENSMUSG00000021596	Mctp1	0.30	4.75	0.30	0.92
ENSMUSG00000096216	Gm21959	-1.74	-2.88	1.00	1.00
ENSMUSG00000090027	Gm15740	-0.38	-1.00	0.92	1.00
ENSMUSG00000090119	Gm8185	0.82	2.68	0.01	0.10
ENSMUSG00000021597	Slf1	-0.20	5.53	0.59	1.00
ENSMUSG00000071252	2210408I21Rik	-0.24	2.09	0.74	1.00
ENSMUSG00000064138	Fam172a	0.01	4.62	1.00	1.00
ENSMUSG00000093668	Pou5f2	0.15	2.22	0.88	1.00
ENSMUSG00000069171	Nr2f1	-0.90	7.79	0.00	0.00
ENSMUSG00000074794	Arrdc3	0.79	5.49	0.00	0.04
ENSMUSG00000089827	1700023H06Rik	-2.33	-0.99	0.39	1.00
ENSMUSG00000097146	Gm4211	-0.28	0.43	0.84	1.00
ENSMUSG00000097098	9330111N05Rik	1.48	-1.52	0.39	1.00
ENSMUSG00000043889	Gm8399	3.12	-1.95	0.09	0.45
ENSMUSG00000069170	Adgrv1	-0.11	1.17	1.00	1.00
ENSMUSG00000035840	Lysmd3	0.34	2.79	0.46	1.00
ENSMUSG00000035834	Polr3g	-0.48	2.75	0.17	0.66
ENSMUSG00000051098	Mblac2	-0.42	5.45	0.08	0.41
ENSMUSG00000097793	Gm17259	-0.44	0.66	0.69	1.00
ENSMUSG00000021537	Cetn3	0.11	6.94	0.94	1.00
ENSMUSG00000005583	Mef2c	-0.74	9.24	0.00	0.01
ENSMUSG00000050334	C130071C03Rik	-0.44	5.48	0.07	0.36
ENSMUSG00000097265	Gm26803	-0.45	1.18	0.65	1.00
ENSMUSG00000100891	2810049E08Rik	0.48	2.99	0.18	0.69
ENSMUSG00000098087	Gm17750	-1.10	1.56	0.00	0.02
